tid,t_name,t_issue,t_sub_district,t_district,t_province
279,โครงการที่ 13,บุหรี่ไฟฟ้า,กระหวะ,พนมดงรัก,เลย
280,โครงการที่ 9,โรคไม่ติดต่อ,โกตาบารู,อุทัย,นครพนม
281,โครงการที่ 7,บุหรี่ไฟฟ้า,บ้านเหลื่อม,ห้วยแถลง,มหาสารคาม
282,โครงการที่ 4,ความมั่นคงทางอาหาร,สามง่ามท่าโบสถ์,ซำสูง,ระยอง
283,โครงการที่ 6,ขยะ,สวนส้ม,โคกสำโรง,นครสวรรค์
284,โครงการที่ 19,ขยะ,ผาอินทร์แปลง,โกสัมพีนคร,อำนาจเจริญ
285,โครงการที่ 14,สังคมสูงอายุ,หลุมเข้า,เมืองฉะเชิงเทรา,เพชรบุรี
286,โครงการที่ 13,น้ำ,บ้านปราโมทย์,ระแงะ,เลย
287,โครงการที่ 7,เยาวชน,ปอพาน,เมืองอุตรดิตถ์,เพชรบุรี
288,โครงการที่ 16,บุหรี่ไฟฟ้า,แม่ทะลบ,กุดรัง,นครพนม
289,โครงการที่ 8,เยาวชน,ทุ่งต้อม,บ้านโป่ง,ยโสธร
290,โครงการที่ 17,เยาวชน,ลาดหญ้า,ประทาย,อุบลราชธานี
291,โครงการที่ 14,ขยะ,ตาลเดี่ยว,ไชยา,ชัยภูมิ
292,โครงการที่ 19,ปัจจัยเสี่ยง,ท่าช้าง,เมืองสุพรรณบุรี,กระบี่
293,โครงการที่ 13,สังคมสูงอายุ,ทับหมัน,ชุมพลบุรี,สุรินทร์
294,โครงการที่ 13,โรคไม่ติดต่อ,วัดสิงห์,กันตัง,สุโขทัย
295,โครงการที่ 1,ความมั่นคงทางอาหาร,ศรีสำราญ,หนองบัวแดง,กาฬสินธุ์
296,โครงการที่ 2,น้ำ,หนองบัว,หัวไทร,ลำปาง
297,โครงการที่ 8,โรคไม่ติดต่อ,เขานิเวศน์,ควนขนุน,เชียงราย
298,โครงการที่ 11,เยาวชน,บางสมัคร,อาจสามารถ,ยะลา
299,โครงการที่ 18,โรคไม่ติดต่อ,โรงเข้,ประโคนชัย,นครศรีธรรมราช
300,โครงการที่ 18,เยาวชน,พิปูน,สามพราน,ปัตตานี
301,โครงการที่ 6,น้ำ,โนนสะอาด,นาดูน,ตาก
302,โครงการที่ 2,ขยะ,หนองทรายขาว,ปากพะยูน,สระแก้ว
303,โครงการที่ 12,บุหรี่ไฟฟ้า,อ่างศิลา,ลาดบัวหลวง,กรุงเทพมหานคร
304,โครงการที่ 19,ขยะ,ปราสาททนง,ทุ่งสง,ตาก
305,โครงการที่ 17,ความมั่นคงทางอาหาร,หันนางาม,บางสะพาน,พัทลุง
306,โครงการที่ 18,เยาวชน,หนองตอง,เมืองลพบุรี,สงขลา
307,โครงการที่ 13,บุหรี่ไฟฟ้า,ริมปิง,เมืองสุโขทัย,ขอนแก่น
308,โครงการที่ 10,ขยะ,โพนบก,พรหมพิราม,นครปฐม
309,โครงการที่ 1,โรคไม่ติดต่อ,ทุ่งมหาเจริญ,เมืองจันทบุรี,เลย
310,โครงการที่ 10,น้ำ,บ้านทุ่ม,ท่าวังผา,พังงา
311,โครงการที่ 1,ขยะ,ไทยอุดม,จะนะ,ปทุมธานี
312,โครงการที่ 3,ความมั่นคงทางอาหาร,ปรุใหญ่,แก้งคร้อ,อ่างทอง
313,โครงการที่ 2,น้ำ,เวียงพางคำ,โกสุมพิสัย,ศรีสะเกษ
314,โครงการที่ 1,สังคมสูงอายุ,ซำ,เมืองพิจิตร,พระนครศรีอยุธยา
315,โครงการที่ 2,ความมั่นคงทางอาหาร,เกาะลอย,ไทรงาม,สุราษฎร์ธานี
316,โครงการที่ 11,น้ำ,เมืองเตา,เลิงนกทา,อุตรดิตถ์
317,โครงการที่ 18,บุหรี่ไฟฟ้า,หนองอียอ,หนองกี่,พิษณุโลก
318,โครงการที่ 19,เยาวชน,แม่คะ,เรณูนคร,ขอนแก่น
