pid,p_name,p_issue,p_sub_district,p_district,p_province
276,โครงการที่ 19,ผู้สูงอายุ,เจ้าเจ็ด,หล่มเก่า,สมุทรสาคร
277,โครงการที่ 17,การจัดการน้ำ,คลองกระจัง,เมืองสุรินทร์,กาญจนบุรี
278,โครงการที่ 18,ผู้สูงอายุ,นาดี,ลืออำนาจ,อุดรธานี
279,โครงการที่ 20,ผู้สูงอายุ,นาอ้อ,พนมไพร,ตาก
280,โครงการที่ 4,สุขภาพกาย,โนนสมบูรณ์,แม่แตง,พระนครศรีอยุธยา
281,โครงการที่ 5,เด็กและเยาวชน,วังน้ำขาว,บ้านบึง,อ่างทอง
282,โครงการที่ 9,เด็กและเยาวชน,บ้านม่วง,จอมพระ,พัทลุง
283,โครงการที่ 17,การจัดการน้ำ,นาพละ,ราษีไศล,สุโขทัย
284,โครงการที่ 11,เหล้าบุหรี่,นาฮี,เมืองชลบุรี,ชลบุรี
285,โครงการที่ 7,การจัดการน้ำ,โคกโคเฒ่า,บ้านบึง,อำนาจเจริญ
286,โครงการที่ 20,ผู้สูงอายุ,เสาหิน,ชนแดน,สุรินทร์
287,โครงการที่ 8,การจัดการน้ำ,ลำพยนต์,โนนไทย,สกลนคร
288,โครงการที่ 17,เหล้าบุหรี่,ชะโนดน้อย,แม่แตง,สงขลา
289,โครงการที่ 2,การจัดการน้ำ,แม่กิ๊,เชียงขวัญ,กาฬสินธุ์
290,โครงการที่ 1,ผู้สูงอายุ,ตะพานหิน,ท่าเรือ,บึงกาฬ
291,โครงการที่ 12,เด็กและเยาวชน,โพธิ์พระยา,พระนคร,พระนครศรีอยุธยา
292,โครงการที่ 14,เด็กและเยาวชน,หนองแปน,เมืองพะเยา,สุโขทัย
293,โครงการที่ 14,สิ่งแวดล้อม,บุญนาคพัฒนา,สุคิริน,สุราษฎร์ธานี
294,โครงการที่ 19,เหล้าบุหรี่,ห้วยลึก,ทุ่งหว้า,ศรีสะเกษ
295,โครงการที่ 15,สุขภาพกาย,ตะลุบัน,นาวัง,นครราชสีมา
296,โครงการที่ 10,เด็กและเยาวชน,ส่องดาว,เชียงคาน,กาฬสินธุ์
297,โครงการที่ 7,เหล้าบุหรี่,ควนลัง,เกาะจันทร์,เชียงใหม่
298,โครงการที่ 5,สุขภาพกาย,บ้านแก้ง,กุดรัง,สมุทรสงคราม
299,โครงการที่ 3,เด็กและเยาวชน,ปวนพุ,พาน,นครราชสีมา
300,โครงการที่ 9,เหล้าบุหรี่,ลิปะน้อย,เมืองเชียงราย,ตราด
301,โครงการที่ 1,ผู้สูงอายุ,เขากะลา,เชียงคำ,อุตรดิตถ์
302,โครงการที่ 20,เหล้าบุหรี่,บ้านกล้วย,แม่พริก,ประจวบคีรีขันธ์
303,โครงการที่ 16,เหล้าบุหรี่,ตาชี,เมืองนครสวรรค์,สระบุรี
304,โครงการที่ 1,ผู้สูงอายุ,บ่อถ้ำ,ควนขนุน,ตราด
305,โครงการที่ 20,เหล้าบุหรี่,เมืองปาน,เมืองพิษณุโลก,กาฬสินธุ์
306,โครงการที่ 16,เด็กและเยาวชน,ท่ากูบ,อินทร์บุรี,เชียงราย
307,โครงการที่ 12,สิ่งแวดล้อม,กระทุ่มล้ม,อาจสามารถ,สระแก้ว
308,โครงการที่ 12,การจัดการน้ำ,จังหาร,เวียงสา,หนองบัวลำภู
309,โครงการที่ 16,เด็กและเยาวชน,พันเสา,ละหานทราย,นครศรีธรรมราช
